gene,n_total,n_positive,n_negative,min_class_count,passes_thresholds,review_status_examples
COL27A1,106,35,71,35,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
BRPF1,77,35,42,35,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TNFAIP3,73,38,35,35,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ADAMTS18,71,35,36,35,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
F8,442,408,34,34,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ZNF292,189,34,155,34,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RP1,147,113,34,34,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PCLO,118,34,84,34,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NBEA,103,34,69,34,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ABCC2,102,68,34,34,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MAGEL2,89,34,55,34,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NSD2,87,34,53,34,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RTTN,73,39,34,34,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MLH1,395,362,33,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | reviewed by expert panel"
HIVEP2,311,33,278,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MYBPC3,259,226,33,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
EVC2,132,99,33,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DUOX2,127,94,33,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
BICD2,116,33,83,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
HECW2,105,33,72,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SPTBN2,98,33,65,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ATR,74,41,33,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DSG2,72,33,39,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
LAMC3,71,33,38,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
BRWD3,70,33,37,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SALL1,70,37,33,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CCDC40,68,35,33,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CDK5RAP2,67,33,34,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DDX41,66,33,33,33,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LAMB3,115,83,32,32,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TERT,101,69,32,32,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TAF1,68,32,36,32,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TRIP12,68,32,36,32,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
BUB1B,65,33,32,32,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
SON,290,31,259,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SCN5A,265,234,31,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
KANSL1,199,31,168,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ABCB11,166,135,31,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CYBB,126,95,31,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LYST,124,93,31,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RERE,123,31,92,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SZT2,106,75,31,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
UNC80,94,63,31,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
AVPR2,92,61,31,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CEP164,71,40,31,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MCPH1,70,39,31,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ADCY5,66,31,35,31,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CACNA1E,374,30,344,30,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PHEX,318,288,30,30,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
AR,265,235,30,30,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RP1L1,233,30,203,30,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
WFS1,165,135,30,30,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SOX9,100,70,30,30,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LRPPRC,96,66,30,30,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TECTA,89,59,30,30,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC16A2,84,54,30,30,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
WDR45,82,52,30,30,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
BRAT1,70,40,30,30,True,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
